,PatentNumber,PatentAsignee
18285,US6022401-A,NALCO CHEM CO (NALC-C)
18286,US6020476-A,WHITEHEAD INST BIOMEDICAL RES (WHED-C)
18287,WO200004184-A1,NEXSTAR PHARM INC (NEXS-Non-standard)
18288,WO200004184-A1,GILEAD SCI INC (GILE-C)
18289,WO200004184-A1,GILEAD SCI INC (GILE-C)
18290,US6018041-A,HYSEQ INC (HYSE-Non-standard)
18291,JP2000026468-A,MERCIAN CORP (SAOC-C)
18292,JP2000026468-A,KANAGAWA KEN PREFECTURE (KANP-C)
18293,US6018036-A,SCHERING CORP (SCHE-C)
18294,US6017962-A,UNIV TEXAS SYSTEM (TEXA-C)
18295,WO200003039-A1,ROSETTA INPHARMATICS INC (MERI-C)
18296,WO200003039-A1,BURCHARD J (BURC-Individual)
18297,WO200003039-A1,STOUGHTON R (STOU-Individual)
18298,WO200003039-A1,FRIEND S H (FRIE-Individual)
18299,WO200003245-A1,CHUGAI PHARM CO LTD (CHUS-C)
18300,WO200003038-A2,HEWLETT-PACKARD CO (HEWP-C)
18301,WO200003038-A2,HEWLETT-PACKARD CO (HEWP-C)
18302,WO200003038-A2,AGILENT TECHNOLOGIES INC (AGIL-C)
18303,WO200003038-A2,AGILENT TECHNOLOGIES INC (AGIL-C)
18304,US6015668-A,LIFE TECHNOLOGIES INC (LITC-C)
18305,WO200001719-A2,PEPTIDE SOLUTIONS (PEPT-Non-standard)
18306,WO200001719-A2,PEPTIDE SOLUTIONS INC (PEPT-Non-standard)
18307,WO200001720-A2,HARVARD COLLEGE (HARD-C)
18308,WO200001720-A2,HOWLEY P M (HOWL-Individual)
18309,WO200001720-A2,BENSON J (BENS-Individual)
18310,WO200001720-A2,KASUKAWA H (KASU-Individual)
18311,WO200001720-A2,HARVARD COLLEGE (HARD-C)
18312,US6013456-A,LUMIGEN INC (LUMI-Non-standard)
18313,US6013456-A,LUMIGEN INC (LUMI-Non-standard)
18314,US6013456-A,LUMIGEN INC (LUMI-Non-standard)
18315,US6013445-A,LYNX THERAPEUTICS INC (LYNX-Non-standard)
18316,US6013445-A,ILLUMINA INC (ILLU-C)
18317,WO200000631-A1,EISAI CO LTD (EISA-C)
18318,WO200000631-A1,MERCIAN CORP (SAOC-C)
18319,WO200000631-A1,TANABE Y (TANA-Individual)
18320,WO200000631-A1,TANABE E (TANA-Individual)
18321,WO200000631-A1,ISHIGE N (ISHI-Individual)
18322,WO200000631-A1,EISAI R & D MANAGEMENT CO LTD (EISA-C)
18323,WO200000631-A1,MERCIAN CORP (SAOC-C)
18324,WO9967423-A1,UNIV CALIFORNIA (REGC-C)
18325,WO9967423-A1,UNIV CALIFORNIA (REGC-C)
18326,WO9967375-A2,UNIV ZUERICH (UYZU-C)
18327,WO9967375-A2,UNIV ZUERICH (UYZU-C)
18328,WO9967375-A2,UNIV ZURICH (UYZU-C)
18329,WO9967375-A2,ESBATECH AG (ESBA-Non-standard)
18330,WO9967411-A1,INST FR RECH EXPL MER (FRRE-Non-standard)
18331,WO9967411-A1,COOP LAITIERE PLOUDANIEL (LAIT-Non-standard)
18332,WO9967411-A1,IFREMER INST FR RECH EXPL MER (IFRE-Non-standard)
18333,WO9967411-A1,COOP LAITIERE PLOUDANIEL (LAIT-Non-standard)
18334,WO9967411-A1,IFREMER INST FR RECH EXPL DE LA MER (IFRE-Non-standard)
18335,WO9966572-A1,ADVEN POLYMERS INC (ADVE-Non-standard)
18336,US6004782-A,BIOELASTICS RES LTD (BIOE-Non-standard)
18337,US6004782-A,UAB RES FOUND (UABR-C)
18338,US6001562-A,UNIV CHICAGO (UYCG-C)
18339,US6001600-A,SMITHKLINE BEECHAM PLC (SMIK-C)
18340,WO9961040-A2,BOYS TOWN NAT RES HOSPITAL (BOYS-Non-standard)
18341,WO9961040-A2,BOYS TOWN NAT RES HOSPITAL (BOYS-Non-standard)
18342,WO9961040-A2,BOYS TOWN NAT RES HOSPITAL (BOYS-Non-standard)
18343,WO9961472-A1,VALENTIS INC (VALE-Non-standard)
18344,WO9961472-A1,FREIMARK B (FREI-Individual)
18345,WO9961460-A1,UNIV TECHNOLOGY CORP (COLS-C)
18346,WO9961233-A2,CYTEC TECHNOLOGY CORP (CYTE-C)
18347,WO9961233-A2,CYTEC TECHNOLOGY CORP (CYTE-C)
18348,WO9961233-A2,CYTEC TECHNOLOGY CORP (CYTE-C)
18349,WO9961233-A2,LUCAS S D (LUCA-Individual)
18350,WO9961233-A2,MASKELL R K (MASK-Individual)
18351,WO9961233-A2,CYTEC TECHNOLOGY CORP (CYTE-C)
18352,WO9961233-A2,LUCAS S D (LUCA-Individual)
18353,WO9961233-A2,MASKELL R K (MASK-Individual)
18354,WO9961665-A2,LORNE PARK RES INC (LORN-Non-standard)
18355,WO9961665-A2,LORNE PARK RES INC (LORN-Non-standard)
18356,WO9961665-A2,INGENEUS INC (INGE-Non-standard)
18357,WO9961662-A1,ISIS INNOVATION LTD (UYOX-C)
18358,WO9960169-A1,MOLECULAR MACHINES INC (MOLE-Non-standard)
18359,WO9960169-A1,MOLECULAR MACHINES INC (MOLE-Non-standard)
18360,WO9960169-A1,CUBICCIOTTI R S (CUBI-Individual)
18361,WO9960013-A2,ARS APPLIED RES SYSTEMS HOLDING NV (ISTF-C)
18362,WO9960013-A2,ARS APPLIED RES SYSTEMS HOLDING NV (ISTF-C)
18363,WO9960013-A2,ARS APPLIED RES SYSTEMS HOLDING NV (ISTF-C)
18364,WO9960013-A2,ARS APPLIED RES SYSTEMS HOLDING NV (ISTF-C)
18365,WO9960013-A2,LAB SERONO SA (ISTF-C)
18366,WO9960013-A2,MERCK SERONO SA (MERE-C)
18367,WO9960013-A2,MERCK SERONO SA (MERE-C)
18368,WO9960013-A2,MERCK SERONO SA (MERE-C)
18369,WO9960000-A1,MERCIAN CORP (SAOC-C)
18370,WO9960000-A1,EISAI CO LTD (EISA-C)
18371,WO9960000-A1,MERCIAN CORP (SAOC-C)
18372,WO9960000-A1,EISAI CO LTD (EISA-C)
18373,WO9960000-A1,MERCIAN CORP (SAOC-C)
18374,WO9960000-A1,EISAI CO LTD (EISA-C)
18375,US5989849-A,UNIV TEMPLE (UTEM-C)
18376,WO9958947-A2,ISIS PHARM INC (ISSP-C)
18377,WO9958947-A2,ISIS PHARM INC (ISSP-C)
18378,WO9958947-A2,ECKER D J (ECKE-Individual)
18379,WO9958947-A2,GRIFFEY R (GRIF-Individual)
18380,WO9958947-A2,CROOKE S T (CROO-Individual)
18381,WO9958947-A2,SAMPATH R (SAMP-Individual)
18382,WO9958947-A2,SWAYZE E (SWAY-Individual)
18383,WO9958947-A2,MOHAN V (MOHA-Individual)
18384,WO9958947-A2,HOFSTADLER S (HOFS-Individual)
18385,WO9958947-A2,ISIS PHARM INC (ISSP-C)
18386,WO9958947-A2,CROOKE S T (CROO-Individual)
18387,WO9958947-A2,ECKER D J (ECKE-Individual)
18388,WO9958947-A2,GRIFFEY R (GRIF-Individual)
18389,WO9958947-A2,HOFSTADLER S (HOFS-Individual)
18390,WO9958947-A2,MCNEIL J (MCNE-Individual)
18391,WO9958947-A2,MOHAN V (MOHA-Individual)
18392,WO9958947-A2,SAMPATH R (SAMP-Individual)
18393,WO9958947-A2,SWAYZE E (SWAY-Individual)
18394,WO9958716-A1,KYOWA MEDEX CO LTD (KYOW-C)
18395,WO9957320-A1,ISIS PHARM INC (ISSP-C)
18396,WO9957320-A1,ISIS PHARM INC (ISSP-C)
18397,DE19819889-A1,FRAUNHOFER GES FOERDERUNG ANGEWANDTEN (FRAU-C)
18398,DE19819889-A1,FRAUNHOFER GES FOERDERUNG ANGEWANDTEN (FRAU-C)
18399,DE19819889-A1,FRAUNHOFER GES FOERDERUNG ANGEWANDTEN EV (FRAU-C)
18400,WO9957550-A1,TECHNION RES & DEV FOUND LTD (TECR-C)
18401,WO9957550-A1,TECHNION RES & DEV FOUND LTD (TECR-C)
18402,WO9957550-A1,TECHNION RES & DEV FOUND LTD (TECR-C)
18403,WO9957550-A1,EICHEN Y (EICH-Individual)
18404,WO9957550-A1,SIVAN U (SIVA-Individual)
18405,WO9957550-A1,BRAUN E (BRAU-Individual)
18406,WO9957550-A1,TECHNION RES&DEV FOUND LTD (TECR-C)
18407,WO9957550-A1,SIVAN U (SIVA-Individual)
18408,WO9957550-A1,BRAUN E (BRAU-Individual)
18409,WO9957550-A1,EICHEN Y (EICH-Individual)
18410,WO9957550-A1,TECHNION RES&DEV FOUND LTD (TECR-C)
18411,WO9957550-A1,EICHEN Y (EICH-Individual)
18412,WO9957550-A1,SIVAN U (SIVA-Individual)
18413,WO9957550-A1,BRAUN E (BRAU-Individual)
18414,WO9957550-A1,TECHNION RES&DEV FOUND LTD (TECR-C)
18415,WO9957550-A1,EICHEN Y (EICH-Individual)
18416,WO9957550-A1,SIVAN U (SIVA-Individual)
18417,WO9957550-A1,BRAUN E (BRAU-Individual)
18418,WO9957550-A1,TECHNION RES&DEV FOUND LTD (TECR-C)
18419,WO9957550-A1,EICHEN Y (EICH-Individual)
18420,WO9957550-A1,SIVAN U (SIVA-Individual)
18421,WO9957550-A1,BRAUN E (BRAU-Individual)
18422,WO9957273-A2,ZYMOGENETICS (ZYMO-C)
18423,WO9955849-A1,HALL INST MEDICAL RES WALTER & ELIZA (HALL-Non-standard)
18424,WO9955849-A1,UNIV MELBOURNE (UYME-C)
18425,WO9955849-A1,HALL INST MEDICAL RES WALTER & ELIZABETH (HALL-Non-standard)
18426,WO9955849-A1,HONEYMAN M C (HONE-Individual)
18427,WO9955849-A1,COULSON B S (COUL-Individual)
18428,WO9955849-A1,HARRISON L C (HARR-Individual)
18429,WO9954506-A1,BIOAGE PHARM INC (BIOA-Non-standard)
18430,WO9954506-A1,LI W (LIWW-Individual)
18431,WO9954509-A1,AFFYMETRIX INC (AFFY-C)
18432,WO9954509-A1,AFFYMETRIX INC (AFFY-C)
18433,WO9954509-A1,MCGALL G (MCGA-Individual)
18434,WO9954509-A1,GOLDBERG M (GOLD-Individual)
18435,WO9954509-A1,RYDER T B (RYDE-Individual)
18436,WO9954509-A1,WOODMAN S (WOOD-Individual)
18437,WO9954509-A1,AFFYMETRIX INC (AFFY-C)
18438,WO9953983-A1,PIONEER INVENTIONS INC (PIOE-C)
18439,WO9953983-A1,FRANKIE B M (FRAN-Individual)
18440,WO9953983-A1,ZUBRIN R M (ZUBR-Individual)
18441,WO9953983-A1,LOWTHER S E (LOWT-Individual)
18442,WO9953983-A1,PIONEER ASTRONAUTICS (PION-Non-standard)
18443,WO9953078-A2,GENENCOR INT INC (DUPO-C)
18444,WO9953078-A2,GENENCOR INT INC (DUPO-C)
18445,WO9953078-A2,ESTELL D A (ESTE-Individual)
18446,WO9953078-A2,ESTELL D A (ESTE-Individual)
18447,WO9953038-A2,GENENCOR INT INC (DUPO-C)
18448,WO9953038-A2,GENENCOR INT INC (DUPO-C)
18449,WO9953038-A2,ESTELL D A (ESTE-Individual)
18450,WO9953038-A2,HARDING F A (HARD-Individual)
18451,WO9953038-A2,GENENCOR INT INC (DUPO-C)
18452,WO9953038-A2,GENENCOR INT INC (DUPO-C)
18453,WO9953038-A2,GENENCOR INT INC (DUPO-C)
18454,WO9953038-A2,DANISCO US INC (DUPO-C)
18455,WO9953038-A2,DANISCO US INC (DUPO-C)
18456,EP950719-A2,UNIV CLEMSON (UYLC-C)
18457,EP950719-A2,KEINATH A P (KEIN-Individual)
18458,EP950719-A2,SOMAI B M (SOMA-Individual)
18459,EP950719-A2,DEAN R A (DEAN-Individual)
18460,EP950717-A1,VITO VLAAMSE INSTELLING TECHNOLOGISCH (VLAA-C)
18461,EP950717-A1,VITO VLAAMSE INSTELLING TECHNOLOGISCH (VLAA-C)
18462,JP11286414-A,MANDOM KK (MDOM-C)
18463,US5968745-A,UNIV NORTH CAROLINA (UNCR-C)
18464,US5968745-A,XANTHON INC (XANT-Non-standard)
18465,US5968740-A,AFFYMETRIX INC (AFFY-C)
18466,US5968775-A,CHIRON CORP (CHIR-C)
18467,CA2268457-A1,UNIV QUEENS KINGSTON (TOOH-C)
18468,WO9951775-A1,EPOCH PHARM INC (EPOC-Non-standard)
18469,WO9951775-A1,MEYER R B (MEYE-Individual)
18470,WO9951775-A1,AFONINA I A (AFON-Individual)
18471,WO9951775-A1,KUTYAVIN I V (KUTY-Individual)
18472,WO9951775-A1,MEYER R B (MEYE-Individual)
18473,WO9951775-A1,AFONINA I A (AFON-Individual)
18474,WO9951775-A1,KUTYAVIN I V (KUTY-Individual)
18475,WO9951775-A1,EPOCH BIOSCIENCES INC (EPOC-Non-standard)
18476,WO9951775-A1,EPOCH BIOSCIENCES INC (EPOC-Non-standard)
18477,WO9951775-A1,EPOCH BIOSCIENCES INC (EPOC-Non-standard)
18478,WO9951775-A1,EPOCH BIOSCIENCES INC (EPOC-Non-standard)
18479,WO9951621-A2,EPOCH PHARM INC (EPOC-Non-standard)
18480,WO9951621-A2,EPOCH BIOSCIENCES INC (EPOC-Non-standard)
18481,WO9951621-A2,EPOCH PHARM INC (EPOC-Non-standard)
18482,WO9951621-A2,HEDGPETH J (HEDG-Individual)
18483,WO9951621-A2,AFONINA I A (AFON-Individual)
18484,WO9951621-A2,KUTYAVIN I V (KUTY-Individual)
18485,WO9951621-A2,LUKHTANOV E A (LUKH-Individual)
18486,WO9951621-A2,BELOUSOV E S (BELO-Individual)
18487,WO9951621-A2,MEYER R B (MEYE-Individual)
18488,WO9951621-A2,EPOCH BIOSCIENCES INC (EPOC-Non-standard)
18489,WO9951621-A2,EPOCH BIOSCIENCES INC (EPOC-Non-standard)
18490,WO9951621-A2,EPOCH BIOSCIENCES INC (EPOC-Non-standard)
18491,WO9951621-A2,ELITECH HOLDING BV (ELIT-Non-standard)
18492,WO9951621-A2,EPOCH BIOSCIENCES INC (EPOC-Non-standard)
18493,WO9951621-A2,ELITECH HOLDING BV (ELIT-Non-standard)
18494,WO9950279-A1,GERON CORP (GERN-C)
18495,WO9950279-A1,UNIV TECHNOLOGY CORP (COLS-C)
18496,WO9950279-A1,CECH T R (CECH-Individual)
18497,WO9950279-A1,LINGNER J (LING-Individual)
18498,WO9950279-A1,NAKAMURA T (NAKA-Individual)
18499,WO9950279-A1,CHAPMAN K B (CHAP-Individual)
18500,WO9950279-A1,MORIN G B (MORI-Individual)
18501,WO9950279-A1,HARLEY C B (HARL-Individual)
18502,WO9950279-A1,ANDREWS W H (ANDR-Individual)
18503,WO9950279-A1,GERON CORP (GERN-C)
18504,WO9950279-A1,UNIV TECHNOLOGY CORP (COLS-C)
18505,WO9950279-A1,CECH T R (CECH-Individual)
18506,WO9950279-A1,NAKAMURA T (NAKA-Individual)
18507,WO9950279-A1,CHAPMAN K B (CHAP-Individual)
18508,WO9950279-A1,MORIN G B (MORI-Individual)
18509,WO9950279-A1,ANDREWS W H (ANDR-Individual)
18510,WO9950279-A1,UNIV COLORADO (COLS-C)
18511,WO9950462-A1,HARVARD COLLEGE (HARD-C)
18512,DE19813317-A1,ROCHE DIAGNOSTICS GMBH (HOFF-C)
18513,DE19813317-A1,ROCHE DIAGNOSTICS GMBH (HOFF-C)
18514,DE19813317-A1,DIETMAIER W (DIET-Individual)
18515,DE19813317-A1,RUSCHOFF J (RUSC-Individual)
18516,DE19813317-A1,ROCHE MOLECULAR SYSTEMS INC (HOFF-C)
18517,US5958696-A,BOEHRINGER INGELHEIM PHARM INC (BOEH-C)
18518,DE19825395-C1,WITA GMBH WITTMANN INST TECHNOLOGY & ANA (WITA-Non-standard)
18519,WO9947151-A1,CHUGAI PHARM CO LTD (CHUS-C)
18520,WO9947151-A1,CHUGAI SEIYAKU KK (CHUS-C)
18521,WO9947706-A1,NYCOMED AMERSHAM PLC (AMSH-C)
18522,WO9947706-A1,NYCOMED AMERSHAM PLC (AMSH-C)
18523,WO9947706-A1,AMERSHAM BIOSCIENCES UK LTD (AMSH-C)
18524,US5955589-A,ISIS PHARM INC (ISSP-C)
18525,US5955589-A,ISIS PHARM INC (ISSP-C)
18526,WO9946389-A1,IMMUNOMEDICS INC (IMMD-C)
18527,WO9946389-A1,IMMUNOMEDICS INC (IMMD-C)
18528,WO9946389-A1,IMMUNOMEDICS INC (IMMD-C)
18529,WO9946574-A2,WISTAR INST (WIST-Non-standard)
18530,WO9945142-A2,NOVEMBER NOVUS MEDICATUS BERTLING GES MO (NOVE-Non-standard)
18531,WO9945142-A2,NOVEMBER GES MOLEKULARE MEDIZIN AG (NOVE-Non-standard)
18532,WO9945142-A2,NOVEMBER GES MOLEKULARE MEDIZIN AG (NOVE-Non-standard)
18533,WO9943844-A1,UNIV COLUMBIA NEW YORK (UYCO-C)
18534,WO9943844-A1,FISHER P B (FISH-Individual)
18535,WO9943338-A1,GLINSKII G V (GLIN-Individual)
18536,WO9943287-A2,BIOTRACES INC (BIOT-Non-standard)
18537,US5945502-A,XEROX CORP (XERO-C)
18538,US5945502-A,XEROX CORP (XERO-C)
18539,JP11225764-A,TERUMO CORP (TERU-C)
18540,WO9941299-A1,SOLUTIA INC (SLTA-C)
18541,WO9941299-A1,SOLUTIA INC (SLTA-C)
18542,WO9941299-A1,GOETTLER L A (GOET-Individual)
18543,WO9941299-A1,LYSEK B A (LYSE-Individual)
18544,WO9941299-A1,POWELL C E (POWE-Individual)
18545,WO9941299-A1,SOLUTIA INC (SLTA-C)
18546,WO9941410-A1,YEDA RES & DEV CO LTD (YEDA-C)
18547,WO9941410-A1,YEDA RES & DEV CO LTD (YEDA-C)
18548,WO9941410-A1,YEDA RES & DEV CO LTD (YEDA-C)
18549,WO9941410-A1,YEDA RES & DEV CO LTD (YEDA-C)
18550,WO9941410-A1,YEDA RES&DEV CO LTD (YEDA-C)
18551,WO9941410-A1,YEDA RES&DEV CO LTD (YEDA-C)
18552,WO9941410-A1,YEDA RES&DEV CO LTD (YEDA-C)
18553,WO9939724-A1,UNIV OREGON HEALTH SCI (UYOR-Non-standard)
18554,WO9939724-A1,EATON CORP (EAYT-C)
18555,WO9939724-A1,UNIV OREGON HEALTH SCI (UYOR-Non-standard)
18556,WO9939724-A1,HOLLINGER J O (HOLL-Individual)
18557,WO9939724-A1,WINN S R (WINN-Individual)
18558,WO9939724-A1,FRANK E (FRAN-Individual)
18559,WO9939724-A1,WONG S C (WONG-Individual)
18560,CN1225391-A,UNIV NANKAI (UNAN-C)
18561,WO9938887-A1,UNIVERSAL HEALTHWATCH INC (UVHE-Non-standard)
18562,WO9938887-A1,UNIVERSAL HEALTH-WATCH INC (UVHE-Non-standard)
18563,WO9938895-A1,SHELL INT RES MIJ BV (SHEL-C)
18564,WO9938895-A1,SHELL OIL CO (SHEL-C)
18565,WO9938895-A1,SHELL INT RES MIJ BV (SHEL-C)
18566,WO9938895-A1,KRATON POLYMERS RES BV (KRPR-C)
18567,WO9938895-A1,KRATON POLYMERS RES BV (KRPR-C)
18568,WO9938895-A1,KRATON POLYMERS RES BV (KRPR-C)
18569,WO9938895-A1,SHELL INT RES MIJ BV (SHEL-C)
18570,WO9940185-A1,ONTARIO CANCER INST (ONTA-Non-standard)
18571,WO9940185-A1,ONTARIO CANCER INST (ONTA-Non-standard)
18572,WO9940185-A1,ONTARIO CANCER INST (ONTA-Non-standard)
18573,WO9940185-A1,UNIV HEALTH NETWORK (UYHE-Non-standard)
18574,WO9940185-A1,UNIV HEALTH NETWORK (UYHE-Non-standard)
18575,WO9940185-A1,UNIV HEALTH NETWORK (UYHE-Non-standard)
18576,WO9940185-A1,MOLECULAR TEMPLATES INC (MOLE-Non-standard)
18577,US5932546-A,GLAXO WELLCOME INC (GLAX-C)
18578,US5932211-A,WOMEN'S & CHILDREN'S HOSPITAL (WOME-Non-standard)
18579,WO9938009-A1,UK SEC FOR DEFENCE (MINA-C)
18580,WO9938009-A1,UK SEC FOR DEFENCE (MINA-C)
18581,WO9938009-A1,UK SEC FOR DEFENCE EVALUATION & RES AGEN (MINA-C)
18582,WO9938009-A1,UK SEC FOR DEFENCE (MINA-C)
18583,WO9938009-A1,UK SEC FOR DEFENCE (MINA-C)
18584,WO9938009-A1,BECKHAM R W (BECK-Individual)
18585,WO9938009-A1,UK SEC FOR DEFENCE (MINA-C)
18586,US5928905-A,AFFYMETRIX INC (AFFY-C)
18587,US5928905-A,GLAXO GROUP LTD (GLAX-C)
18588,WO9936567-A2,HYSEQ INC (HYSE-Non-standard)
18589,WO9936568-A2,KERN F (KERN-Individual)
18590,WO9936568-A2,BLASCZYK R (BLAS-Individual)
18591,WO9936568-A2,SCHEFFOLD A (SCHE-Individual)
18592,WO9936568-A2,VOLK H (VOLK-Individual)
18593,WO9936568-A2,WALDEN P (WALD-Individual)
18594,WO9936568-A2,KERN F (KERN-Individual)
18595,WO9936568-A2,BLASCZYK R (BLAS-Individual)
18596,WO9936568-A2,SCHEFFOLD A (SCHE-Individual)
18597,WO9936568-A2,VOLK H (VOLK-Individual)
18598,WO9936568-A2,WALDEN P (WALD-Individual)
18599,WO9936568-A2,KERN F (KERN-Individual)
18600,WO9936568-A2,KERN F (KERN-Individual)
18601,WO9936568-A2,VOLK H (VOLK-Individual)
18602,WO9936568-A2,WALDEN P (WALD-Individual)
18603,WO9936568-A2,SCHEFFOLD A (SCHE-Individual)
18604,WO9936568-A2,BLASCZYK R (BLAS-Individual)
18605,WO9936081-A1,UAB RES FOUND (UABR-C)
18606,WO9936081-A1,TURNBOUGH C L (TURN-Individual)
18607,WO9936081-A1,TURNBOUGH C L (TURN-Individual)
18608,US5922857-A,CHIRON CORP (CHIR-C)
18609,WO9933653-A1,CRYOVAC INC (CRYV-C)
18610,WO9933653-A1,CRYOVAC INC (CRYV-C)
18611,WO9934214-A1,RAPIGENE INC (QIAG-C)
18612,WO9934214-A1,QIAGEN GENOMICS INC (QIAG-C)
18613,WO9934214-A1,QIAGEN GENOMICS INC (QIAG-C)
18614,WO9933969-A1,PINCUS S H (PINC-Individual)
18615,WO9933969-A1,UNIV MONTANA STATE (UYMO-C)
18616,WO9933969-A1,RES DEV INST INC (RERE-C)
18617,WO9933969-A1,RES & DEV INST INC (RERE-Non-standard)
18618,WO9933968-A1,UDA T (UDAT-Individual)
18619,DE19757950-A1,FRAUNHOFER GES FOERDERUNG ANGEWANDTEN (FRAU-C)
18620,US5916749-A,INCYTE PHARM INC (INYT-C)
18621,EP950708-A2,CANGENE CORP (CANG-Non-standard)
18622,EP950708-A2,TURLEY E A (TURL-Individual)
18623,EP950708-A2,TURLEY E (TURL-Individual)
18624,WO9931115-A1,UNIV SASKATCHEWAN (USKW-C)
18625,WO9931115-A1,UNIV SASKATCHEWAN (USKW-C)
18626,WO9931115-A1,UNIV SASKATCHEWAN (USKW-C)
18627,WO9931115-A1,UNIV SASKATCHEWAN TECHNOLOGIES INC (USKW-C)
18628,US5912129-A,VINAYAGAMOORTHY T (VINA-Individual)
18629,US5912129-A,HODKINSON R G (HODK-Individual)
18630,US5912129-A,VINAYAGAMOORTHY T (VINA-Individual)
18631,US5912129-A,HODKINSON R G (HODK-Individual)
18632,WO9927137-A1,ORCHID BIOCOMPUTER INC (ORCH-Non-standard)
18633,WO9927137-A1,ORCHID BIOSCIENCES INC (ORCH-Non-standard)
18634,WO9927137-A1,ORCHID BIOSCIENCES INC (ORCH-Non-standard)
18635,WO9927137-A1,HEAD S R (HEAD-Individual)
18636,WO9927137-A1,GOELET P (GOEL-Individual)
18637,WO9927137-A1,KARN J (KARN-Individual)
18638,WO9927137-A1,BOYCE-JACINO M (BOYC-Individual)
18639,WO9927137-A1,BECKMAN COULTER INC (BECI-C)
18640,WO9927137-A1,BECKMAN COULTER INC (BECI-C)
18641,WO9927137-A1,BECKMAN COULTER INC (BECI-C)
18642,WO9927137-A1,BECKMAN COULTER INC (BECI-C)
18643,WO9927086-A1,BRAX GENOMICS LTD (BRAX-Non-standard)
18644,US5908745-A,UNIV CHICAGO (UYCG-C)
18645,WO9925733-A2,YISSUM RES & DEV CO (YISS-C)
18646,WO9925733-A2,YISSUM RES DEV CO HEBREW UNIV JERUSALEM (YISS-C)
18647,WO9925733-A2,INT BUSINESS MACHINES CORP (IBMC-C)
18648,GB2331517-A,NALCO CHEM CO (NALC-C)
18649,GB2331517-A,NALCO CHEM CO (NALC-C)
18650,WO9924612-A2,MOSAIC TECHNOLOGIES (MOSA-Non-standard)
18651,WO9924612-A2,MOSAIC TECHNOLOGIES INC (MOSA-Non-standard)
18652,WO9924050-A1,3-DIMENSIONAL PHARM INC (THRE-C)
18653,WO9924050-A1,3-DIMENSIONAL PHARM INC (THRE-C)
18654,WO9924050-A1,PANTOLIANO M W (PANT-Individual)
18655,WO9924050-A1,SALEMME F R (SALE-Individual)
18656,WO9924050-A1,CARVER T E (CARV-Individual)
18657,WO9924050-A1,PANTOLIANO M W (PANT-Individual)
18658,WO9924050-A1,SALEMME F R (SALE-Individual)
18659,WO9924050-A1,CARVER T E (CARV-Individual)
18660,WO9924050-A1,JOHNSON & JOHNSON PHARM RES & DEV LLC (JOHJ-C)
18661,WO9924050-A1,JOHNSON & JOHNSON PHARM RES & DEV LLC (JOHJ-C)
18662,WO9924050-A1,JOHNSON & JOHNSON PHARM RES & DEV LLC (JOHJ-C)
18663,WO9924050-A1,JOHNSON & JOHNSON PHARM RES & DEV LLC (JOHJ-C)
18664,WO9923114-A1,BIOMIRA INC (BIOM-Non-standard)
18665,WO9923114-A1,AGRAWAL B (AGRA-Individual)
18666,WO9923114-A1,LONGENECKER B M (LONG-Individual)
18667,WO9923114-A1,REDDISH M A (REDD-Individual)
18668,WO9923114-A1,BIOMIRA INC (BIOM-Non-standard)
18669,WO9923226-A1,UNIV MICHIGAN (UNMI-C)
18670,WO9922025-A1,UNIV BOSTON (UBOS-C)
18671,WO9921881-A1,BOSTON PROBES INC (BOST-Non-standard)
18672,WO9921881-A1,GILDEA B D (GILD-Individual)
18673,WO9921881-A1,COULL J M (COUL-Individual)
18674,WO9921881-A1,HYLDIG-NIELSEN J J (HYLD-Individual)
18675,WO9921881-A1,BOSTON PROBES INC (BOST-Non-standard)
18676,WO9921881-A1,BOSTON PROBES INC (BOST-Non-standard)
18677,WO9921881-A1,BOSTON PROBES INC (BOST-Non-standard)
18678,WO9921881-A1,FIANDACA M J (FIAN-Individual)
18679,WO9921881-A1,BOSTON PROBES INC (BOST-Non-standard)
18680,WO9921881-A1,LIFE TECHNOLOGIES CORP (LITC-C)
18681,WO9920653-A1,PEPGEN CORP (PEPG-Non-standard)
18682,WO9920653-A1,UNIV FLORIDA (UYFL-C)
18683,WO9920653-A1,PEPGEN CORP (PEPG-Non-standard)
18684,WO9920653-A1,UNIV FLORIDA (UYFL-C)
18685,WO9920653-A1,PEPGEN CORP (PEPG-Non-standard)
18686,WO9920653-A1,UNIV FLORIDA (UYFL-C)
18687,WO9920653-A1,PEPGEN CORP (PEPG-Non-standard)
18688,WO9920653-A1,UNIV FLORIDA (UYFL-C)
18689,US5895587-A,CRYOVAC INC (CRYV-C)
18690,WO9918238-A1,OASIS BIOSCIENCES INC (OASI-Non-standard)
18691,WO9918238-A1,OASIS BIOSCIENCES INC (OASI-Non-standard)
18692,WO9918238-A1,RILEY T A (RILE-Individual)
18693,WO9918238-A1,BROWN B D (BROW-Individual)
18694,WO9918238-A1,ARNOLD L J (ARNO-Individual)
18695,WO9918238-A1,GEN-PROBE I (HOGC-C)
18696,WO9918238-A1,GEN-PROBE INC (HOGC-C)
18697,WO9916458-A1,DASSEUX J (DASS-Individual)
18698,WO9916458-A1,SEKUL R (SEKU-Individual)
18699,WO9916458-A1,BUTTNER K (BUTT-Individual)
18700,WO9916458-A1,CORNUT I (CORN-Individual)
18701,WO9916458-A1,METZ G (METZ-Individual)
18702,WO9916458-A1,SEKUL R (SEKU-Individual)
