,Title,PatentNumber,publishDate,language,pages,region,na
4809, Subset of primers able to amplify group of related sequences.,WO9911823-A2,1999,English,1,World,WO
4810, Method for selecting most sensitive nucleic acid probes for diagnostic purposes.,WO9913105-A1,1999,English,9,World,WO
4811, Chemically synthesizing oligonucleotides using phosphoroamidite method comprising imidazole trifluoromethanesulfonate.,EP906917-A2,1999,English,2,World,EP
4812, New labeling composition comprising a random mixture of 6-8 oligonucleotides - useful for labeling nucleic acids.,WO9910531-A1,1999,English,7,World,WO
4813," New isolated protein kinase, eEF-2 - used to develop agents for controlling the amount, or activity of protein kinases, e.g. for treating cancers or other hyperproliferative pathologies.",WO9909199-A2,1999,English,5,World,WO
4814," Modifying flavourant used in foods, pharmaceuticals and cosmetics, etc. - by reacting solution of monomer, prepolymer and/or polymer in presence of flavourant in part of liquid system.",WO9902046-A1,1999,English,6,World,WO
4815," New T cell receptor peptides, useful for treating and/or preventing myelomas and bacterial, viral and fungal infections.",CA2205881-A,1999,English,4,World,CA
4816," Screening genomic nucleic acid to identify mutations or foreign sequences - using segmented primers, useful to detect disease-causing micro-organisms or gene mutations indicative of diseases e.g. colorectal cancer.",WO9858084-A1,1998,English,7,World,WO
4817," Coating composition for inkjet printing media, providing reduced image bleed - comprises onium group-free organic polymer and addition polymer containing onium-containing mer units and hydrophobic monomer-derived onium-free mer units.",WO9856592-A1,1998,English,8,World,WO
4818," Detecting differences in methylation of DNA at specific CpG sites - useful to detecting methylation changes associated with oncogenic transformation, used to diagnose cancer.",WO9856952-A1,1998,English,9,World,WO
4819," Coating composition for inkjet printing media, providing reduced image bleed - comprises ammonium group-free organic polymer, and two addition polymers containing respectively quaternary, and secondary or tertiary ammonium groups.",WO9856591-A1,1998,English,3,World,WO
4820," Novel gemini surfactants and surfactant mixtures - useful as additives for detergents, emulsifiers, dispersants, antistatics, oil industry additives, cosmetics etc..",EP884298-A2,1998,German,4,World,EP
4821," New isolated early liver development genes - used to develop products for treating, e.g. liver disease, hepatocellular carcinoma, degenerative neurological disorders, anaemia, ataxia or haemochromatosis.",WO9848827-A1,1998,English,9,World,WO
4822," New flexible, bio-erodable polymer - used in compositions for the controlled delivery of therapeutic agents.",US5824343-A,1998,English,0,World,US
4823, Novel fluorescent water=soluble cationic polymers and related monomers - used as tracers in water treatment using polymeric treating agents.,EP872497-A2,1998,English,0,World,EP
4824, Anisotropic electroconductive film - comprises an adhesive with electroconductive particles dispersed in it.,JP10273540-A,1998,Japanese,0,World,JP
4825," Identification of eukaryotic, prokaryotic and viral species e.g. E. coli, B. subtilis and H. influenzae - comprises hybridisation of genomic fragments to large array of immobilised oligo-nucleotides.",DE19713556-A1,1998,German,5,World,DE
4826," New furo-[2,3-e]-isoindole-2-spiro-1-decalin derivatives - used as HIV protease inhibitors, prepared from new strain of Stachybotrys sp..",JP10251262-A,1998,Japanese,9,World,JP
4827, Inhibiting site-specific SH2 domain interaction - with peptide containing phosphotyrosine or phosphotyrosine mimic.,US5801149-A,1998,English,0,World,US
4828, Sequencing of oligo:nucleotide(s) - using a solid support having oligo:nucleotide(s) attached which are then hybridised with complementary oligo:nucleotide(s) in a sample.,WO9837238-A2,1998,English,4,World,WO
4829, Selective lysis of bacteria amongst mammalian cells - using 14-mer or 21-mer lytic peptides.,US5789542-A,1998,English,5,World,US
4830, Polyester giving better product quality - having fewer cyclic oligomers when molten.,JP10204163-A,1998,,5,World,JP
4831," Inhibition of bone loss, used in osteoporosis, osteopaenia, periodontal disease, etc. - by administration of 5 alpha-reductase type 2 inhibitor finasteride with optional bone anabolic or antiresorptive agent.",WO9825623-A1,1998,English,7,World,WO
4832, C-glycoside derivatives of tetracyclic lactones - useful for treating solid tumours.,WO9822612-A1,1998,Japanese,3,World,WO
4833, New anticancer substance Mer-WF1726 - by culturing microbe of Libertella genus and collecting the substance from the culture.,JP10114776-A,1998,Japanese,5,World,JP
4834," Ester! resins and hollow containers - has specified intrinsic viscosity, antimony content, alkali(ne earth) metal content, ester! content and ethylene terephthalate cyclic tri:mer content.",JP10110026-A,1998,Japanese,6,World,JP
4835, Physiologically active substance Mer-f3 used as e.g. anticancer agent - is produced by culturing Metarrhizium sp. Mer-f3 and recovering the compound from the medium.,JP10101660-A,1998,Japanese,6,World,JP
4836, Prepn. of vinyl chloride resin - where vinyl chloride or vinyl chloride and other copolymerisable monomers are (co)polymerised in an aq. medium contg. oil-soluble polymerisation initiator(s) by a suspension (co)polymerisation.,JP10067807-A,1998,Japanese,9,World,JP
4837," Binder for ceramic materials - comprises water soluble polymer having pendant derivatised amide, ester or ether functionalities.",US5726267-A,1998,English,4,World,US
4838," Protein derived from mushroom Rozites caperata - comprising 12-mer peptide linked to ubiquitin, useful for treatment of viral infections.",US5714464-A,1998,English,0,World,US
4839," Film-packaged cooked meat product comprising ham, sausage or bologna - has ethylene/acrylic acid copolymer food-contact layer and provides good heat-shrinkability, seal strength and film-to-meat adhesion.",WO9749293-A1,1997,English,5,World,WO
4840, Self adjusting or self fitting implantable cochlear stimulator system - has implant portion in the form of cochlear stimulator and external portion in form of clinical computer and microphone.,WO9748447-A1,1997,English,4,World,WO
4841," Detecting inheritance of genetic disorder - comprising electrospray ionisation mass spectrometry of amplified DNA, followed by comparison with reference sample.",WO9747766-A1,1997,English,1,World,WO
4842," Nucleic acid hybridisation using oligonucleotide with artificial mismatch - as well as natural mismatch, improves discrimination between control and variant nucleic acid targets useful in e.g. allele-specific PCR.",WO9746711-A1,1997,English,7,World,WO
4843," Thermoplastic composition for preparation of linings for footwear - comprising co:polyamide, poly:acrylonitrile, propane:tri:ol, water and an oxyethylated alkyl-phenol based on propylene tri:mer as surfactant.",RU2095382-C1,1997,,4,World,RU
4844," Modified ecdysone receptor and modified receptor response element - used as a highly specific inducible mammalian expression system, e.g. for producing toxic proteins.",WO9738117-A1,1997,English,5,World,WO
4845, Identifying differences in nucleic acid levels between samples - using arrays comprising probe oligo:nucleotide(s) which can form hybrid duplexes with nucleic acids in the samples.,WO9727317-A1,1997,English,5,World,WO
4846, New anti:sense oligo:nucleotide(s) complementary to portion of RI-alpha - used particularly for cancer therapy.,EP785252-A1,1997,English,2,World,EP
4847, Heart muscle functional reserve assessment following acute myocardial infarct - injecting dextran into pulmonary artery and comparing diastolic pressure and stroke volume before and after injection.,RU2078534-C1,1997,,5,World,RU
4848," Low viscosity, high solids polyester diol cpds. - prepd. using a specified mol. ratio of reactants without an esterification catalyst and to a specified acid number..",WO9713741-A1,1997,English,8,World,WO
4849, Treatment of drug resistant cancers - by admin. of an organoselenium cpd. as an anticancer alkylating agent..,US5614562-A,1997,English,3,World,US
4850, Triplex forming oligomer binds to collagen gene promoter region - used to impede pathological fibrosis etc..,WO9710254-A1,1997,English,2,World,WO
4851," Oligo-nucleotide(s) able to inhibit multi:drug resistant phenotype - either by anti:sense or aptameric effects, useful for enhancing cytotoxic effects of chemotherapeutic agents on multi:drug resistant cancer cells.",WO9640715-A1,1996,English,4,World,WO
4852, Crosslinkable polyester oligomer compsns. for use in coating compsns.. - providing improved hardness and impact resistance..,WO9640832-A1,1996,English,7,World,WO
4853," Crosslinkable coating compsn. for coatings and paints - comprises poly(oligo)meric polymer and ester reaction prod. of phenyl carboxylic acid and epoxy-functional cpd. , and has improved hardness and weatherability.",WO9633245-A1,1996,English,7,World,WO
4854," New growth arrest-specific gene 6 polypeptide variants - used for activating the Rse or Mer receptor and enhancing survival, proliferation or differentiation of cells.",WO9628548-A1,1996,English,5,World,WO
4855," Mfg. articles coated with crosslinked pressure sensitive adhesive, used for e.g. sealing, masking etc., - using pressure sensitive adhesive polymer contg. pendent polymerisable unsaturation and free radically polymerisable monomer.",WO9624644-A1,1996,English,8,World,WO
4856," Single-ion conducting solid polymer electrolytes - for solid-state batteries, fuel cells, sensors, super-capacitors and electrochromic devices.",WO9621953-A2,1996,English,8,World,WO
4857, Steering board for paraglider operating over water - has cables connecting aerodyne to immersed beam carrying hydrofoil surfaces at each end.,FR2728533-A1,1996,French,0,World,FR
